Lineage	Most common countries	Earliest date	# designated	# assigned	Description	WHO Name
B.1.1.103	-	-	0	0	Lineage reassigned. Withdrawn: Bangladesh lineage	-
B.1.1.104	-	-	0	0	Lineage reassigned. Withdrawn: Netherlands/ Europe lineage	-
B.1.1.105	-	-	0	0	Lineage reassigned. Withdrawn: Turkish lineage	-
B.1.1.106	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.108	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.124	-	-	0	0	Lineage reassigned. Withdrawn: UK/ Switzerland lineage	-
B.1.1.126	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.1.131	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.140	-	-	0	0	Lineage reassigned. Withdrawn: Russian lineage	-
B.1.1.143	-	-	0	0	Lineage reassigned. Withdrawn: Brazilian lineage, merged into lineage B.1.1.28	-
B.1.1.146	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.150	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.151	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.156	-	-	0	0	Lineage reassigned. Withdrawn: South African lineage	-
B.1.1.167	-	-	0	0	Lineage reassigned. Withdrawn: Denmark/ E European lineage	-
B.1.1.173	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.179	-	-	0	0	Lineage reassigned. Withdrawn: Indian (split from B.1.1.32)	-
B.1.1.183	-	-	0	0	Lineage reassigned. Withdrawn: South Korea	-
B.1.1.195	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.199	-	-	0	0	Lineage reassigned. Withdrawn: UK (split from B.1.1.64)	-
B.1.1.206	-	-	0	0	Lineage reassigned. Withdrawn: South Africa (mostly from B.1.1.54)	-
B.1.1.211	-	-	0	0	Lineage reassigned. Withdrawn: French, swiss, UK, Belgian	-
B.1.1.212	-	-	0	0	Lineage reassigned. Withdrawn: Indian (split from B.1.1.32)	-
B.1.1.215	-	-	0	0	Lineage reassigned. Withdrawn: England with a spanish base	-
B.1.1.223	-	-	0	0	Lineage reassigned. Withdrawn: USA, NZ, England, one Russia	-
B.1.1.233	-	-	0	0	Lineage reassigned. Withdrawn: USA (WA)	-
B.1.1.235	-	-	0	0	Lineage reassigned. Withdrawn, merged with B.1.1.115	-
B.1.1.238	-	-	0	0	Lineage reassigned. Withdrawn: UK and New Zealand (split from B.1.1.7)	-
B.1.1.245	-	-	0	0	Lineage reassigned. Withdrawn: Northern Ireland lineage, previously B.1.1.60 (split)	-
B.1.1.246	-	-	0	0	Lineage reassigned. Withdrawn: Russia	-
B.1.1.247	-	-	0	0	Lineage reassigned. Withdrawn: Northern Europe (UK, NL, Switzerland) and Northern Africa (Egypt and Morocco), Gambia (some B.1.1.55)	-
B.1.1.248	-	-	0	0	Lineage reassigned. Withdrawn: Brazilian lineage reassigned B.1.1.28	-
B.1.1.250	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.252	-	-	0	0	Lineage reassigned. Withdrawn: South Africa (formerly B.1.1.66)	-
B.1.1.259	-	-	0	0	Lineage reassigned. Withdrawn: UK (split from B.1.1.64)	-
B.1.1.260	-	-	0	0	Lineage reassigned. Withdrawn: UK (split from B.1.1.64)	-
B.1.1.264	-	-	0	0	Lineage reassigned. Withdrawn: Wales lineage, previously part of B.1.1.30	-
B.1.1.276	-	-	0	0	Lineage reassigned. Withdrawn: Previously part of B.1.1.55, USA lineage	-
B.1.1.278	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.281	-	-	0	0	Lineage reassigned. Withdrawn: Indian lineage, previously part of B.1.1.32	-
B.1.1.287	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.1.292	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.1.293	-	-	0	0	Lineage reassigned. Withdrawn: Gambian lineage	-
B.1.1.295	-	-	0	0	Lineage reassigned. Withdrawn: UK/Australia lineage	-
B.1.1.313	-	-	0	0	Lineage reassigned. Withdrawn: English lineage	-
B.1.1.314	-	-	0	0	Lineage reassigned. Withdrawn: Brazilian lineage, previously part of B.1.1.33	-
B.1.1.439	-	-	0	0	Lineage reassigned. Withdrawn: Wales lineage, reassigned to B.1.1.29	-
B.1.1.527	-	-	0	0	Lineage reassigned. Withdrawn: Lineage in multiple countries, from pango-designation issue #150, reassigned to C.38	-
BA.1.11	-	-	0	0	Lineage reassigned. Withdrawn: Does not have a reliable defining mutation	-
B.1.3.1	-	-	0	0	Lineage reassigned. Withdrawn: South Korean lineage	-
B.1.3.2	-	-	0	0	Lineage reassigned. Withdrawn: Argentinian lineage	-
B.1.3.3	-	-	0	0	Lineage reassigned. Withdrawn: Israel lineage	-
B.1.3.4	-	-	0	0	Lineage reassigned. Withdrawn: Israel/ UK lineage	-
B.1.5	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned to B.1 and additional sublineages as this lineage has lost monophyletic status and split into multiple parts of the B.1 tree. Previously had a Spanish base, European lineage/ lots of Spanish sequences towards the basal end of the subtree and exports around the globe.	-
B.1.5.2	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.190, Netherlands lineage	-
B.1.5.5	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.225	-
B.1.5.6	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage reassigned B.1.223	-
B.1.5.11	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.189, USA/ Mexico lineage	-
B.1.5.12	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned to B.1.416, Senegal/ Gambia lineage	-
B.1.5.13	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.180, Romanian lineage	-
B.1.5.15	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.185, USA lineage	-
B.1.5.17	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.181, USA lineage	-
B.1.5.16	-	-	0	0	Lineage reassigned. Withdrawn: South African lineage, reassigned to B.1.237	-
B.1.5.18	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.256	-
B.1.5.19	-	-	0	0	Lineage reassigned. Withdrawn: South African lineage reassigned to B.1.381	-
B.1.5.21	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.418, Scottish lineage	-
B.1.5.25	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.229	-
B.1.5.26	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.232	-
B.1.5.27	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (CA), reassigned to B.1.243	-
B.1.5.28	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.231	-
B.1.5.29	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (WI/ IL) reassigned to B.1.415	-
B.1.5.30	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.5.31	-	-	0	0	Lineage reassigned. Withdrawn: South African lineage, reassigned B.1.417	-
B.1.5.32	-	-	0	0	Lineage reassigned. Withdrawn: Colombian lineage, reassigned B.1.420	-
B.1.5.33	-	-	0	0	Lineage reassigned. Withdrawn: Split up in current tree, reassigned to B.1. UK lineage	-
B.1.5.34	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned to B.1.222, reassigned Scottish lineage	-
B.1.5.35	-	-	0	0	Lineage reassigned. Withdrawn: Indian lineage reassigned B.1, lacks any structure in current tree	-
B.1.5.36	-	-	0	0	Lineage reassigned. Withdrawn: Indian lineage reassigned to B.1.136	-
B.1.8.2	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage (CA)	-
B.1.9.6	-	-	0	0	Lineage reassigned. Withdrawn: North Macedonia, Switzerland	-
B.1.11	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage, reassigned B.1- broken up in current tree	-
B.1.19	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (WI), reassigned B.1- broken up in current tree	-
B.1.21	-	-	0	0	Lineage reassigned. Withdrawn: Split up Washington (USA), reassigned mostly to B.1.371	-
B.1.25	-	-	0	0	Lineage reassigned. Withdrawn: Australian lineage	-
B.1.26	-	-	0	0	Lineage reassigned. Withdrawn: USA/Gambia lineage	-
B.1.34	-	-	0	0	Lineage reassigned. Withdrawn: English lineage, reassigned B.1	-
B.1.36.3	-	-	0	0	Lineage reassigned. Withdrawn: Danish lineage	-
B.1.36.4	-	-	0	0	Lineage reassigned. Withdrawn: Netherlands lineage	-
B.1.36.5	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabia lineage, reassigned to parent lineage B.1.36	-
B.1.36.6	-	-	0	0	Lineage reassigned. Withdrawn: Norway lineage	-
B.1.36.11	-	-	0	0	Lineage reassigned. Withdrawn: Netherlands lineage	-
B.1.36.13	-	-	0	0	Lineage reassigned. Withdrawn: Irish lineage	-
B.1.36.14	-	-	0	0	Lineage reassigned. Withdrawn: Danish lineage	-
B.1.36.15	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabia lineage	-
B.1.36.17.1	-	-	0	0	Lineage reassigned. Withdrawn: Alias F.1 New Zealand lineage	-
B.1.74	-	-	0	0	Lineage reassigned. Withdrawn: Spanish lineage	-
B.1.75	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. English lineage	-
B.1.79	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage, some now reassigned to B.1.5	-
B.1.80	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Indian lineage	-
B.1.82	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. UK lineage	-
B.1.88	-	-	0	0	Lineage reassigned. Withdrawn: Scottish lineage	-
B.1.89	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. UK lineage	-
B.1.90	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Scottish lineage	-
B.1.95	-	-	0	0	Lineage reassigned. Withdrawn: Indian lineage	-
B.1.98	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.102	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Iceland lineage	-
B.1.107	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Danish lineage, with USA and UK sequences	-
B.1.109	-	-	0	0	Lineage reassigned. Withdrawn: Luxembourg lineage	-
B.1.114	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Canadian lineage	-
B.1.133	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage (WA)	-
B.1.135	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Small Portuguese lineage	-
B.1.136	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Indian lineage, split up and reassigned to B.1	-
B.1.138	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Small Australian lineage	-
B.1.141	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Scottish lineage, first wave of N439K	-
B.1.144	-	-	0	0	Lineage reassigned. Withdrawn: South African lineage	-
B.1.150	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned lineage	-
B.1.152	-	-	0	0	Lineage reassigned. Withdrawn: English lineage	-
B.1.154	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.156	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Scottish lineage	-
B.1.160.1	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.523 English lineage	-
B.1.160.2	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned B.1.523 English lineage	-
B.1.160.3	-	-	0	0	Lineage reassigned. Withdrawn: Indonesian lineage (now B.1.470)	-
B.1.160.4	-	-	0	0	Lineage reassigned. Withdrawn: English lineage (now B.1.471)	-
B.1.160.5	-	-	0	0	Lineage reassigned. Withdrawn: Danish lineage	-
B.1.160.6	-	-	0	0	Lineage reassigned. Withdrawn: Danish lineage, reassigned B.1.160 lack of resolution in current tree	-
B.1.177.1	-	-	0	0	Lineage reassigned. Withdrawn: Denmark	-
B.1.177.13	-	-	0	0	Lineage reassigned. Withdrawn, now part of B.1.177.17	-
B.1.177.22	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.177.79	-	-	0	0	Lineage reassigned. Withdrawn: Latvian lineage. Did not have a defining mutation within the coding region. Therefore merged into B.1.177.60	-
B.1.183	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Canadian lineage	-
B.1.185	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage (previously B.1.5.15)	-
B.1.186	-	-	0	0	Lineage reassigned. Withdrawn: Saudi-arabian/ Indian lineage (now B.1.260)	-
B.1.191	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Previously B.1.5.21, Scottish lineage	-
B.1.193	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.196	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.197	-	-	0	0	Lineage reassigned. Withdrawn: Australian/ New Zealand lineage	-
B.1.200	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Previously part of B.1.98, reassigned UK lineage	-
B.1.202	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.204	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.207	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (TX)	-
B.1.209	-	-	0	0	Lineage reassigned. Withdrawn: Small Scottish lineage	-
B.1.216	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.217	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Indian lineage Reassigned from B.1.80, split this assignment	-
B.1.226	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Equatorial Guinea lineage	-
B.1.228	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage, reassigned from B.1.5.27 split	-
B.1.230	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage, reassigned from B.1.5.27 split	-
B.1.244	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Saudi Arabian lineage that previously was part of B.1.160	-
B.1.246	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Saudi Arabian lineage, previously some assigned B.1.160	-
B.1.253	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. UK lineage	-
B.1.255	-	-	0	0	Lineage reassigned. Withdrawn: North American lineage, with other global diversity (Now all over tree)	-
B.1.257	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. UK lineage	-
B.1.258.1	-	-	0	0	Lineage reassigned. Withdrawn: French lineage	-
B.1.258.8	-	-	0	0	Lineage reassigned. Withdrawn: Danish lineage	-
B.1.258.13	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Danish lineage	-
B.1.259	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabia/ India lineage (now in B.1.260)	-
B.1.261	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabian lineage (now in B.1.260)	-
B.1.262	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Danish lineage	-
B.1.266	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Austrian lineage	-
B.1.269	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Slovenian lineage	-
B.1.271	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.272	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. France/ Australian lineage	-
B.1.275	-	-	0	0	Lineage reassigned. Withdrawn: France lineage	-
B.1.278	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. UK/ Australia lineage, previously part of B.1.13	-
B.1.283	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.286	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.288	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Denmark lineage	-
B.1.290	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.295	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Australian lineage	-
B.1.296	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA/ Australian lineage	-
B.1.297	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.297.1	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Canadian lineage	-
B.1.299	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.300	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.303	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.307	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.312	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.317	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.322	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage, reassigned B.1	-
B.1.327	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Danish lineage	-
B.1.331	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage	-
B.1.333.1	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (WA) (all B.1.169)	-
B.1.339	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Irish lineage	-
B.1.345	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Canadian lineage	-
B.1.347	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Canadian lineage, previously part of B.1.114 lineage	-
B.1.351.4	-	-	0	0	Lineage reassigned. Withdrawn: Potential contaminant lineage from mixture of B.1.351 and Delta. Discussion in pango-designation issue #134. Sequences from Botswana, do not have E484K or N501Y but have L452R and T478K	-
B.1.352	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage (CA)	-
B.1.353	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. European lineage	-
B.1.364	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.365	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.368	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. USA lineage	-
B.1.373	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Swedish lineage	-
B.1.374	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. European lineage	-
B.1.374.1	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Bangladesh lineage	-
B.1.376	-	-	0	0	Lineage reassigned. Withdrawn: Wales lineage	-
B.1.386	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. US lineage	-
B.1.392	-	-	0	0	Lineage reassigned. Withdrawn: UK lineage	-
B.1.394	-	-	0	0	Lineage reassigned. Withdrawn: North Macedonian lineage	-
B.1.410	-	-	0	0	Lineage reassigned. Withdrawn: Reassigned in the current tree. Danish lineage	-
B.1.412	-	-	0	0	Lineage reassigned. Withdrawn: Russian lineage	-
B.1.414	-	-	0	0	Lineage reassigned. Withdrawn: Netherlands lineage	-
B.1.419	-	-	0	0	Lineage reassigned. Withdrawn: Iceland lineage	-
B.1.440	-	-	0	0	Lineage reassigned. Withdrawn: USA lineage (All NM, one AZ)	-
B.1.447	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabian lineage	-
B.1.449	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabia (mixture of B.1.260 and B.1.160)	-
B.1.454	-	-	0	0	Lineage reassigned. Withdrawn: India (was part of B.1.160)	-
B.1.455	-	-	0	0	Lineage reassigned. Withdrawn: Saudi Arabia (was part of B.1.247)	-
B.1.457	-	-	0	0	Lineage reassigned. Withdrawn: UK, Norway, South Korea, Denmark (mostly B.1.160)	-
B.1.457.1	-	-	0	0	Lineage reassigned. Withdrawn: USA (MI) plus England (was B.1.247, B.1.160)	-
B.1.461	-	-	0	0	Lineage reassigned. Withdrawn: India (from B.1.247)	-
B.1.464	-	-	0	0	Lineage reassigned. Withdrawn: India and Nepal	-
B.1.472	-	-	0	0	Lineage reassigned. Withdrawn: England and Denmark (was part of B.1.160)	-
B.1.477	-	-	0	0	Lineage reassigned. Withdrawn: England (all were B.1.275)	-
B.1.481	-	-	0	0	Lineage reassigned. Withdrawn: DRC and Senegal base, into Switzerland	-
B.1.484	-	-	0	0	Lineage reassigned. Withdrawn: France and USA (MI)	-
B.1.512	-	-	0	0	Lineage reassigned. Withdrawn: UK, Australia, USA	-
B.1.514	-	-	0	0	Lineage reassigned. Withdrawn: USA (TX) split from B.1.2	-
B.1.519	-	-	0	0	Lineage reassigned. Withdrawn: England, split from B.1.117	-
B.1.526.1	-	-	0	0	Lineage reassigned. Withdrawn: Issue 45. New York. Sublineage of B.1.526 (with spike mutations T95I and D253G) that appears to have several more unique mutations.	-
